Index,NDPI,NDBI,NORMALIZED_NDBI,NORMALIZED_VV,NORMALIZED_VH,RBR_NDBI,RBR_VV,RBR_VH,Burn_Classification
1430,-0.01960784313724209,-0.11764705882346022,-0.005917159765512365,0.3392857,0.33802816,0.9882352949483599,2.0270270270215485,2.02127659574038,Not_Burned
1431,-0.20930232558115197,-0.227272727272469,-1.0,-0.60465115,-0.2,0.0,0.2463768115940244,0.6666666666658436,Not_Burned
1432,-0.07317073170727247,-0.08433734939753956,-0.7424055323435426,0.4074074,-0.13043478,0.14783841249934848,2.374999999992578,0.7692307692301118,Not_Burned
1433,0.2700729927005328,0.43801652892525783,0.5953177256440293,-0.016949153,-0.35849056,3.94214875678182,0.9666666666655925,0.47222222222156635,Not_Burned
1434,-0.13402061855656286,-0.13402061855656286,-1.0,-0.4939759,-0.20289855,0.0,0.3387096774190817,0.6626506024088402,Not_Burned
1435,-0.33668341708525795,-0.21893491124247402,-0.4271639690918913,-0.06382979,-0.424581,0.40138067068491046,0.8799999999988266,0.4039215686272926,Not_Burned
1436,-0.14482758620679667,0.033333333333305556,-1.0,0.2038835,-0.49344978,0.0,1.5121951219475311,0.3391812865495093,Not_Burned
1437,-0.6049382716041914,-0.7090909090902644,0.29782335708028734,-0.50769234,-0.078431375,1.8482861405706672,0.3265306122442316,0.8545454545446777,Not_Burned
1438,-0.5034482758617218,-0.49295774647852614,-1.0,-0.6909871,0.3006135,0.0,0.1827411167511763,1.859649122803755,Not_Burned
1439,0.08771929824546014,0.4761904761893424,1.0,-0.589404,-0.8394161,0.0,0.25833333333311803,0.08730158730151802,Not_Burned
1440,-0.13999999999993,-0.24890829694312275,-0.17734142718490956,0.06832298,-0.049833886,0.6987425687235324,1.1466666666651377,0.9050632911386678,Not_Burned
1441,0.03636363636362534,0.14381270903005225,-0.5887353878008973,0.27137548,0.64102566,0.2588628762077042,1.744897959181893,4.571428571412246,Not_Burned
1442,-0.23999999999992,-0.13307984790869465,-1.0,-0.31736526,0.0033670033,0.0,0.5181818181815827,1.0067567567560767,Not_Burned
1443,0.09012875536476819,-0.19365079365073218,-0.5625098733692391,0.56790125,-0.010526316,0.27999191187956296,3.628571428561061,0.9791666666661567,Not_Burned
1444,0.14035087719285935,0.3978494623651636,1.0,-0.26966292,-0.80212015,0.0,0.5752212389375441,0.1098039215685844,Not_Burned
1445,-0.17791411042933872,-0.15723270440241685,-0.6627765990404776,0.54022986,-0.264,0.20280740135692676,3.3499999999832504,0.5822784810122897,Not_Burned
1446,-0.8251366120214071,-0.7922077922072779,1.0,-0.83157897,0.2897196,0.0,0.09195402298845291,1.8157894736818212,Not_Burned
1447,0.460992907801255,0.49818181818163704,0.20322332380187014,0.22985074,0.029850746,1.5101136359061125,1.5968992248049638,1.0615384615368284,Not_Burned
1448,-0.08474576271172077,-0.24999999999965278,-0.37634408606885833,-0.3164557,-0.6,0.4531250000816949,0.5192307692297707,0.24999999999986114,Not_Burned
1449,-0.5555555555549383,-0.4202898550718546,0.8715482471688016,-0.6694215,-0.37179488,10.0,0.19801980198000196,0.45794392523321686,Not_Burned
1450,0.2745098039212995,0.4285714285709576,1.0,-0.15584415,-0.68292683,0.0,0.7303370786508647,0.18840579710131278,Not_Burned
1451,-0.23469387755090068,-0.18478260869555177,-1.0,-0.0797546,0.30538923,0.0,0.8522727272717587,1.879310344824346,Not_Burned
1452,-0.746031746031154,-0.7499999999994141,0.8114478115457346,-0.7714286,-0.12840466,9.607142869445216,0.12903225806441207,0.7724137931029157,Not_Burned
1453,0.2517985611509886,0.3033707865167403,1.0,0.37549406,-0.16964285,0.0,2.202531645566832,0.7099236641215956,Not_Burned
1454,0.25619834710733214,0.3451327433626792,-0.15588169889137085,-0.17166212,-0.01986755,0.7302808771058886,0.7069767441857178,0.9610389610377129,Not_Burned
1455,-0.14876033057845092,-0.2137404580151856,-0.1840423874436308,-0.112068966,-0.21287128,0.689128718305812,0.7984496124024819,0.6489795918364698,Not_Burned
1456,0.3242009132418611,0.25541125541114484,0.6740868472473734,0.20833333,0.0,5.136604126274468,1.5263157894720776,0.9999999999988372,Not_Burned
1457,-0.17999999999991,-0.24423963133629298,0.6572962731225758,-0.06818182,0.12970711,4.835944710036213,0.8723404255309869,1.2980769230756748,Not_Burned
1458,-0.449999999999775,-0.43298969072142635,0.06919386177932872,-0.29032257,-0.22777778,1.1486751302354845,0.54999999999945,0.628959276017815,Not_Burned
1459,-0.4748201438847213,-0.33936651583695054,-0.42122186498756203,0.7380952,0.10037175,0.4072398190535179,6.636363636303305,1.2231404958667578,Not_Burned
1460,0.1940298507461239,0.3223140495865105,0.0615350844997229,-0.4984326,-0.52873564,1.1311398717371295,0.33472803347266333,0.30827067669149755,Not_Burned
1461,0.1092436974789457,0.03529411764704499,-1.0,0.5,-0.34920636,0.0,2.999999999993182,0.48235294117628147,Not_Burned
1462,-0.05063291139237302,-0.0683229813664172,-0.5633300016080681,-0.16666667,-0.33590734,0.27932042393582235,0.714285714285034,0.4971098265893081,Not_Burned
1463,-0.1258278145694531,0.09090909090901578,-1.0,-0.083333336,-0.5652174,0.0,0.8461538461527613,0.2777777777776375,Not_Burned
1464,-0.4146341463412106,-0.39622641509409046,-0.19143847903439395,-0.16521738,-0.39344263,0.6786431153307928,0.7164179104466919,0.43529411764688813,Not_Burned
1465,-0.5155279503102388,-0.4222222222219095,-0.09477952357852172,-0.2777778,-0.37864077,0.8268518520134578,0.5652173913035287,0.4507042253519011,Not_Burned
1466,-0.15690866510534968,-0.06493506493504807,-0.7627913392649557,0.33828998,-0.10869565,0.13456423097766287,2.022471910110087,0.8039215686271357,Not_Burned
1467,-0.03825136612019768,0.09999999999993751,-1.0,0.23943663,-0.37117904,0.0,1.6296296296266117,0.4585987261143576,Not_Burned
1468,-0.7888198757759076,-0.8201058201053862,0.6500809998340278,-0.5405405,0.35968378,4.715608468320863,0.29824561403456445,2.123456790120835,Not_Burned
1469,-0.4499999999997188,-0.31782945736409474,1.0,-0.45341614,0.07594936,0.0,0.37606837606805466,1.1643835616422404,Not_Burned
1470,-0.5460992907799482,-0.5259259259257312,0.29762540025016154,-0.20987654,0.07853403,1.847483381465692,0.6530612244891295,1.1704545454538806,Not_Burned
