NDPI,NDBI,NORMALIZED_NDBI,NORMALIZED_VV,NORMALIZED_VH,RBR_NDBI,RBR_VV,RBR_VH,Burn_Classification
-0.05785123966937367,0.008849557522116061,-1.0,0.1632653,-0.15151516,0.0,1.3902439024356334,0.7368421052621883,Burned
-0.12857142857133674,-0.18120805369115356,1.0,-0.2947977,-0.10659899,0.0,0.5446428571423708,0.8073394495405437,Burned
-0.4333333333326111,-0.46031746031672965,1.0,-0.5903614,0.0952381,0.0,0.2575757575753673,1.210526315786288,Burned
0.45333333333318226,0.5460992907799482,0.12058212057021422,0.5970696,0.4883721,1.27423167819088,3.9636363636291567,2.909090909077686,Burned
-0.2156862745096982,-0.1351351351350621,-0.5696969697876964,0.19402985,-0.20454545,0.2741312741868641,1.481481481478738,0.6603773584901508,Burned
0.3652694610776256,0.4161490683227229,0.19427575345825587,-0.2807571,-0.41614908,1.482238815857953,0.5615763546795264,0.4122807017540243,Burned
0.26241134751763745,0.2108843537414249,-1.0,0.6635514,-0.36438355,0.0,4.94444444443071,0.465863453815074,Burned
-0.8734177215178818,-0.8571428571416326,1.0,-0.8630137,0.5294118,0.0,0.07352941176459775,3.2499999999837503,Burned
0.225806451612539,-0.24752475247500244,-0.313583815072433,0.11764706,-0.14285715,0.5225522553357801,1.2666666666624444,0.7499999999991072,Burned
-0.08974358974353222,0.021582733812934116,-1.0,0.73170733,0.51111114,0.0,6.454545454486777,3.0909090908950416,Burned
-0.03658536585363623,0.03267973856207015,-0.8106508873390491,0.112676054,0.38317758,0.10457516336526934,1.2539682539662635,2.242424242417447,Burned
0.3855799373039544,0.578571428571222,0.9587142434236899,0.45394737,-0.15714286,10.0,2.6626506024064307,0.7283950617274958,Burned
-0.941176470585467,-0.9534883720908058,1.0,-0.9869281,-0.38686132,0.0,0.006578947368416725,0.4421052631574294,Burned
-0.2672413793102297,-0.06077348066294985,-0.7049004413301039,0.07594936,-0.22580644,0.17308902725397846,1.1643835616422404,0.6315789473680056,Burned
-0.13725490196069462,-0.10810810810803508,-1.0,-0.13157895,0.60784316,0.0,0.7674418604642239,4.0999999999795005,Burned
0.36111111111060956,0.38028169014030944,-1.0,0.3611111,-0.45679012,0.0,2.130434782599433,0.3728813559315714,Burned
-0.9999999999974358,-0.9999999999981132,1.0,-1.0,-0.31612903,0.0,0.0,0.5196078431367455,Burned
-0.36842105263109415,0.17073170731665674,-1.0,-0.36842105,-0.7443609,0.0,0.46153846153757394,0.1465517241378047,Burned
-0.6438356164374742,-0.49999999999903844,1.0,-0.8,-0.16129032,0.0,0.11111111111101614,0.7222222222208847,Burned
0.43722943722924795,0.4434782608693724,1.0,0.8757062,0.6,0.0,10.0,3.9999999999750004,Burned
0.32786885245874764,0.14084507042243605,-0.5604395603520965,-0.114754096,0.28421053,0.28169014078874116,0.794117647058045,1.7941176470535467,Burned
-0.08433734939748874,-0.19148936170192393,-1.0,-0.1827957,0.25842696,0.0,0.6909090909078347,1.6969696969645545,Burned
0.1058823529410519,0.11904761904747732,-0.5544893761812534,0.010752688,0.32142857,0.2865961198605576,1.0217391304325614,1.9473684210423825,Burned
-0.22619047619034158,-0.18749999999988282,-1.0,-0.46938777,0.50793654,0.0,0.36111111111091054,3.0645161290223726,Burned
-0.6176470588232267,-0.6213592233006693,0.10428601008583455,-0.22772278,-0.059154928,1.2328556020321497,0.6290322580635015,0.888297872339953,Burned
-0.06796116504847771,0.548387096773309,0.3040224508520786,-0.37662336,-0.6111111,1.8736559133364488,0.4528301886788181,0.2413793103444114,Burned
0.16666666666657987,0.11442786069646049,1.0,0.39130434,0.19463088,0.0,2.285714285709621,1.4833333333308611,Burned
0.2869565217388809,0.10447761194022055,-1.0,0.0647482,-0.28143713,0.0,1.138461538459787,0.5607476635508778,Burned
-0.1818181818180441,0.3499999999995625,0.4023242943297345,-0.3164557,-0.49514562,2.3462962947217716,0.51923076923027,0.3376623376618991,Burned
-0.6791443850263749,-0.615384615384221,0.5333559093111812,-0.5862069,-0.14285715,3.2859216272978804,0.2608695652171645,0.7499999999995536,Burned
-0.703703703702835,-0.6619718309849831,1.0,-0.87628865,0.21649484,0.0,0.06593406593402971,1.5526315789432825,Burned
-0.2373540856030205,-0.1327433628317997,-1.0,0.31543624,0.66233766,0.0,1.9215686274472126,4.923076923057988,Burned
-0.3644859813082409,-0.33333333333316995,0.7049180329672781,0.16239317,0.42408377,5.7777777877953165,1.3877551020379841,2.4727272727227767,Burned
0.21393034825860005,0.17874396135257067,-0.6811137813263696,0.09417041,0.9318182,0.18968746917053544,1.207920792078012,10.0,Burned
0.4906832298133599,0.4999999999996875,0.34246575337885726,0.32596686,0.038961038,2.041666665833793,1.9672131147508733,1.0810810810781593,Burned
-0.333333333332906,0.999999999996154,1.0,-0.6533333,-1.0,0.0,0.2096774193546696,0.0,Burned
0.5483870967724246,0.11627906976717144,-0.5154185020958212,-0.57894737,-0.37704918,0.3197674417720276,0.26666666666637034,0.45238095237987525,Burned
